Feature	DE41NGSUKBR126214	DE68NGSUKBR126213	DE14NGSUKBR126215	DE03NGSUKBR126219	DE57NGSUKBR126217	DE95NGSUKBR126212	DE73NGSUKBR126220	DE84NGSUKBR126216	DE71NGSUKBR117720	DE87NGSUKBR117723
Ccdc151	4.54275	0.0001	0.0001	0.0001	0.0001	0.793904	0.0001	0.0001	0.312112	0.101685
Ccdc152	9.92664	74.9042	19.9808	14.8799	22.5848	22.2111	14.9842	4.35493	11.9346	24.9062
Ccdc153	0.0001	0.0001	0.218829	0.0001	0.0001	0.176501	0.0001	1.08881	0.312112	0.0001
Ccdc157	12.4503	17.9811	13.0954	14.2265	7.75388	14.0028	20.3489	27.0968	14.1187	16.6601
Ccdc158	0.0001	0.0001	0.109464	0.0001	0.960158	0.176501	0.0001	0.0001	0.624125	2.53973
Ccdc159	0.0001	0.0001	0.0001	0.0001	0.349212	0.441102	0.0001	0.0001	2.18419	1.32071
Ccdc160	0.0001	4.86787	0.0001	0.0001	0.785602	0.441102	0.0001	0.0001	1.79417	0.406442
Ccdc162	0.0001	0.0001	0.875015	0.107925	0.0001	0.0001	0.0001	0.121067	2.4962	0.914369
Ccdc163	0.25247	6.75538	0.875015	1.40182	0.0001	1.23491	0.0001	0.0001	6.63036	7.21266
Ccdc166	0.0001	0.0001	0.0001	0.4314	0.174656	0.176501	0.0001	0.0001	1.01414	3.55559
Ccdc167	11.6091	4.86787	7.30725	12.0304	7.9065	8.30858	9.14369	13.086	15.5362	14.0687
Ccdc169	0.0001	0.0001	0.328193	0.0001	0.0001	0.0001	1.01754	0.121067	0.624125	0.101685
Ccdc17	0.0001	1.98695	0.437558	0.323575	0.785602	0.970305	0.0001	0.363002	5.1483	2.03181
Ccdc170	0.0001	0.0001	0.218829	1.07835	0.0001	0.264701	2.68244	0.363002	2.4182	0.101685
Ccdc171	8.49654	0.0001	0.218829	2.04877	1.22199	2.91072	0.0001	0.48397	10.3745	5.99364
Ccdc173	36.4255	13.1133	6.67133	3.34267	4.18944	12.8774	3.23741	3.75009	8.97046	4.26669
Ccdc174	18.6591	15.4975	14.985	18.2982	24.2806	15.8399	16.6491	14.1874	27.4402	15.0549
Ccdc177	0.0001	6.85472	1.5312	0.4314	0.611046	2.73431	4.71733	1.20977	2.65221	4.36827
Ccdc18	0.0001	0.0001	0.0001	0.107925	0.087378	0.176501	0.0001	0.846872	2.10618	1.82864
Ccdc181	18.1707	10.9278	9.07735	10.4591	6.37139	11.7308	7.39967	6.16944	17.3948	8.3301
Ccdc183	0.0001	0.0001	0.0001	0.0001	0.0001	0.617503	0.0001	0.242035	0.624125	0.0001
Ccdc184	0.0001	11.9212	0.765651	0.21575	0.349212	1.14671	1.84999	1.69364	4.13426	6.19681
Ccdc186	7.31883	9.33828	19.1389	19.7321	28.54	18.2576	14.7067	24.9194	32.0593	30.2725
Ccdc187	21.3674	7.55012	3.89366	4.63657	3.49122	7.93814	0.0001	7.98395	32.5273	20.9267
Ccdc189	0.000100001	0.0001	0.875363	0.0001	0.949761	1.38471	0.0001	0.0001	0.624376	1.83375
Ccdc191	67.8871	21.2594	8.42116	5.93047	9.86251	22.844	12.6719	5.08073	20.6709	13.2062
Ccdc192	0.0001	0.0001	0.0001	0.0001	0.0001	0.617503	0.0001	0.242035	1.48216	1.11754
Ccdc22	0.0001	1.8876	4.74521	4.46278	4.49647	4.14552	1.38752	3.64472	0.00010003	4.77462
Ccdc24	44.9221	49.828	11.036	12.7677	8.98973	11.8824	5.91975	11.3421	21.1389	28.2317
Ccdc25	44.7537	60.897	43.0896	34.0728	35.2604	22.403	55.1269	39.1936	34.9455	15.6443
Ccdc28a	10.2631	36.4587	3.49976	3.98962	4.80039	8.37914	4.99481	4.4759	11.7006	15.949
Ccdc28b	22.0748	55.0119	4.64938	3.77649	4.93436	6.19984	16.5566	3.8444	7.97705	9.20524
Ccdc3	5.8046	24.5377	14.7643	15.2034	10.3862	9.87855	0.0001	6.41138	3.82225	4.36827
Ccdc30	2.69204	8.34486	0.988988	0.21575	0.960158	2.55791	0.0001	0.96784	2.65221	4.1651
Ccdc32	4.711	3.37774	5.24959	4.63657	4.01489	7.14434	11.9319	5.44364	12.6366	13.003
Ccdc34	69.4019	130.039	29.6379	16.9286	21.2959	43.7475	9.24955	23.7097	33.8534	14.8316
Ccdc36	0.25247	0.0001	2.17817	1.03197	1.70298	3.26219	0.110128	5.23927	0.234109	0.223987
Ccdc38	0.0001	0.0001	0.0001	0.0001	0.443366	0.17654	1.20072	0.0001	0.183578	2.70266
Ccdc39	6.19057	5.66261	1.9635	2.70594	0.534545	4.26564	0.0001	0.0001	6.02078	14.688
Ccdc40	1.76669	0.0001	0.437558	0.21575	0.0001	0.176501	1.94249	0.242035	0.624125	2.33656
Ccdc43	0.0001	7.15275	20.0138	8.94957	11.0844	6.70333	6.10474	7.01621	11.0765	6.9079
Ccdc47	62.4863	94.9714	45.8238	27.8086	25.6921	46.6128	45.23	31.6936	68.3174	57.3253
Ccdc50	4.62688	31.9883	41.0937	31.6949	47.9528	26.8236	10.822	22.0899	36.5662	57.6707
Ccdc50-ps	5.21574	0.298127	2.76162	4.31888	3.71594	2.54739	0.0001	8.63604	9.0658	1.55377
Ccdc51	0.0001	0.0001	0.0001	0.0001	0.349212	1.49951	2.03498	0.0001	0.0001	1.32071
Ccdc57	0.0001	8.4442	0.875015	1.07835	0.0001	0.793904	0.0001	0.0001	1.48216	3.454
Ccdc58	0.0842232	2.98037	0.656287	0.0001	2.26933	2.55791	2.12748	0.96784	1.71617	4.57144
Ccdc59	13.0392	11.0271	33.247	19.9477	18.6776	25.3136	46.1551	13.3065	25.7411	27.8345
Ccdc6	6.47759	17.385	14.983	4.20527	28.2782	15.1706	13.7818	12.4597	7.02038	14.9332
Ccdc60	20.442	5.8613	0.875015	4.52875	1.92022	3.79272	0.0001	4.35493	9.36047	7.11108
Ccdc61	5.46811	3.17906	2.29675	0.0001	0.611046	1.67591	0.0001	0.0001	3.90025	4.77461
Ccdc62	0.420716	0.198785	0.328193	0.970525	1.04744	1.49951	1.57251	0.242035	5.85033	2.13339
Ccdc63	3.02854	0.0001	0.218829	0.8627	0.087378	0.882105	0.0001	0.0001	0.780131	0.0001
Ccdc65	0.0001	0.0001	0.109464	0.754875	0.523768	0.705704	0.0001	0.242035	2.4962	0.812783
Ccdc66	46.2679	12.9637	17.9862	18.1062	20.9129	15.9783	13.2371	11.1998	39.4158	11.781
Ccdc68	4.87925	0.0001	0.0001	0.539225	1.48383	0.264701	0.462573	0.846872	2.02818	2.23498
Ccdc69	3.11266	10.3317	0.875015	0.4314	1.83294	1.49951	0.0001	3.26622	3.97826	4.8762
Ccdc71	0.0001	9.93433	2.84358	4.09745	4.45128	7.40894	0.185089	1.99274	10.6085	11.9872
Ccdc71l	0.0001	13.1133	16.7329	6.14612	25.0489	8.20274	14.7992	13.7904	3.74425	3.14925
Ccdc73	0.0001	4.83225	0.328865	0.431972	0.530135	0.366168	2.69057	0.243792	4.4475	0.614918
Ccdc74a	0.0001	10.9278	0.437558	0.754875	1.5711	0.264701	0.0001	0.604937	0.0001	0.812783
Ccdc77	3.70152	10.9278	1.47656	1.8754	2.74641	3.50288	4.91051	0.363002	6.41747	12.6619
Ccdc8	4.12214	22.9482	5.24959	4.3131	2.00749	6.64495	3.14492	3.14525	7.6444	10.4634
Ccdc80	97.9199	146.729	69.8839	89.4953	60.5706	27.6068	17.0191	72.0966	48.9859	31.5931
Ccdc81	4.45863	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
Ccdc82	8.49655	16.6896	17.8265	11.8608	31.3329	24.3434	18.9615	13.8727	63.8847	37.282
Ccdc83	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.24815	0.0001
Ccdc84	0.0218167	1.98695	1.31978	0.21575	0.979127	0.798343	6.57396	0.604937	12.2521	16.0676
Ccdc85a	0.0001	9.83499	1.64057	0.8627	0.87288	2.38151	0.0001	0.96784	2.5742	0.914369
Ccdc85b	14.3852	23.5442	112.946	60.6136	101.403	22.7558	55.7153	74.9451	30.4993	39.1105
Ccdc85c	14.3852	52.3535	17.8265	15.2034	24.8743	17.2874	8.5096	26.1291	10.9985	19.5045
Ccdc86	0.0001	4.47051	18.2639	12.1843	11.9572	6.52693	17.5741	10.4033	4.29027	2.84449
Ccdc88a	36.5937	34.9686	97.2255	78.1731	131.876	79.9979	27.101	54.1936	71.6848	71.4143
Ccdc88b	2.60792	5.8613	2.07802	0.8627	1.30927	0.705704	1.57251	5.80654	1.71617	1.62547
Ccdc88c	115.922	106.197	14.1081	21.1338	12.5681	26.7179	9.24956	31.0887	39.1656	44.0882
Ccdc9	12.6186	11.9212	5.90578	10.0278	2.96755	2.02871	10.637	5.2017	24.1811	21.7394
Ccdc90b	3.02854	12.4179	4.26531	1.50965	2.09051	3.08034	4.80982	0.604937	5.34739	1.11754
Ccdc91	9.50602	10.133	11.0459	11.2139	8.02968	8.64375	2.49745	5.2017	5.77233	9.0412
Ccdc92	6.8982	22.4515	7.87434	5.39135	5.49861	7.05614	3.4224	2.78235	10.9985	14.2221
Ccdc92b	0.0001	13.8087	3.71849	2.91137	1.92022	2.91072	2.95993	2.17751	3.90025	5.89205
Ccdc93	11.6091	16.9876	6.4526	5.39135	9.07701	9.17295	2.49745	4.8388	14.1967	13.9173
Ccdc96	0.1685	0.0001	0.109464	0.64705	0.611046	0.441102	0.0001	0.0001	1.09214	1.01595
Ccdc97	8.83304	22.9482	7.21815	8.73392	8.20423	8.73195	4.99481	4.8388	7.6444	15.949
Ccdc9b	56.9515	95.9648	63.3221	53.5891	46.7811	52.4794	26.4536	40.0403	76.6771	80.6589
Cchcr1	5.04749	9.53696	2.84358	4.42092	1.13471	2.11691	8.23212	3.75009	7.33239	9.34596
Cck	0.0001	8.14617	1.74993	0.357918	1.04744	0.793904	5.27229	0.604937	2.10618	4.57144
Cckar	0.0001	17.683	0.765651	0.323575	1.5711	2.82252	3.14492	0.0001	5.38232	3.25083
Ccl12	0.0001	0.0001	0.875015	0.4314	0.960158	0.176501	0.462573	0.48397	0.0001	0.203271
Ccl17	0.0001	0.0001	0.765651	0.107925	0.174656	0.0001	0.0001	0.0001	0.0001	0.0001
Ccl2	0.0001	0.0001	44.8395	4.09745	65.4586	0.441102	239.376	58.0645	0.780131	0.0001
Ccl20	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.88487	0.0001	0.0001	0.0001
Ccl21a	0.0001	8.74223	0.0001	0.250959	1.39655	0.340371	0.925046	0.242035	0.312112	1.21912
Ccl21b	0.0001	0.678027	0.0830246	0.0546843	0.00955397	0.173427	0.0802523	0.0787193	0.0169986	0.385232
Ccl21d	0.0001	0.640882	0.0784807	0.0516933	0.00903593	0.16393	0.0758603	0.0744113	0.0160726	0.364127
Ccl22	0.0001	0.0001	0.0001	1.07835	0.698324	0.0001	0.0001	0.242035	0.0001	0.0001
Ccl24	0.0001	6.05998	0.0001	0.539225	0.087378	0.0001	0.0001	0.121067	0.234109	0.0001
Ccl25	9.84252	23.8423	4.70277	6.36177	7.33145	6.87974	6.01225	4.4759	20.7489	15.3395
Ccl27a	17.0218	81.3345	6.1476	6.73244	5.86835	10.309	4.51546	2.28539	2.06	12.6698
Ccl27b	0.196026	0.0001	0.0979183	0.677365	0.0001	0.534583	0.0001	0.0001	0.569213	0.432295
Ccl28	0.0001	0.0001	0.0001	0.0001	0.960158	0.793904	0.0001	1.33074	1.24815	0.0001
Ccl3	0.0001	0.0001	0.765651	1.18617	1.5711	0.0001	1.7575	1.45171	0.0001	0.0001
Ccl4	0.0001	0.0001	0.0001	1.294	1.92022	0.0001	0.0001	5.2017	0.0001	0.0001
Ccl5	0.168346	0.0001	1.42184	0.107925	0.174656	0.529303	0.0001	0.48397	1.40416	2.74291
Ccl6	0.0001	7.45078	6.89006	9.16522	3.31666	0.882105	1.94249	3.62912	1.24815	1.32071
Ccl7	0.0001	0.0001	9.73353	1.294	9.33885	0.0001	13.1343	4.71783	0.0001	0.0001
Ccl8	0.0001	0.0001	0.0001	0.0001	0.0001	0.882105	0.0001	0.0001	0.0001	0.203271
Ccl9	0.0001	2.48366	0.875015	8.41045	3.84033	0.80118	2.58995	2.86295	0.0001	0.0001
Ccm2	0.0001	4.96722	9.07735	7.54785	11.259	7.05614	3.69989	8.70976	11.5446	13.5109
Ccm2l	0.0001	12.8153	0.218829	0.539225	0.174656	0.441102	3.88487	1.33074	2.4962	2.84449
Ccn1	0.0001	0.0001	2.95294	0.107925	8.7279	0.441102	18.684	1.45171	3.04222	0.711198
Ccn2	0.588963	8.64288	2.18739	0.21575	5.06222	8.99655	13.0418	1.57268	56.7087	24.2789
Ccn3	0.0001	6.15933	0.218829	0.0001	0.174656	0.0883005	2.58995	0.0001	0.0001	0.609612
Ccn4	0.0001	0.0001	45.9332	40.2188	43.9882	9.52575	6.65971	23.3468	1.79417	3.35242
Ccna2	0.00183476	0.638176	4.01073	1.52874	1.68258	0.562203	1.80953	2.44898	0.116835	7.13592
Ccnb1	0.0001	0.0001	0.0001	0.539225	0.0001	0.264701	0.0001	0.0001	0.234109	0.0001
Ccnb2	0.0001	0.0001	0.328193	0.21575	0.0001	0.0883005	0.0001	0.0001	1.63816	0.0001
Ccnb2-ps	0.0001	0.0001	0.0001	0.107925	0.611046	1.05851	0.0001	0.0001	0.702128	0.203271
Ccnc	1.76669	4.27182	6.01514	0.970525	5.1495	5.11573	4.06986	5.32267	3.04222	2.94608
Ccnd1	11.2403	9.8488	248.294	97.8277	151.632	66.1022	752.276	198.898	109.107	102.195
Ccnd2	166.816	265.642	1069.58	1112.65	1198.41	569.863	207.779	1237.74	274.737	307.905
Ccnd3	30.4672	50.2126	44.9857	56.6977	28.2361	38.9895	37.4029	38.0907	46.6195	70.2338
Ccndbp1	2.10318	24.5376	4.26531	1.50965	4.01489	3.79272	6.9372	9.55653	4.68028	5.79047
Ccne1	0.0001	0.0994423	1.31247	0.111735	1.39655	0.0001	3.4224	0.48397	0.390115	0.609612
Ccne2	0.0001	13.0545	0.751496	2.91356	2.51426	2.18113	2.70262	0.40401	2.66541	0.493465
Ccnf	0.0001	0.0001	0.437558	0.0001	0.349212	0.441102	5.36479	0.48397	1.09214	1.72705
Ccng1	7.2347	48.8765	57.3071	42.0518	55.5089	22.403	8.6021	20.3226	9.51648	14.0189
Ccng2	0.0001	4.86787	1.96866	1.50965	2.09477	0.529303	2.95993	1.69364	0.546122	3.04766
Ccnh	1.51432	10.8284	5.35896	2.69572	6.37139	5.90953	13.2268	4.35493	3.74425	7.41583
Ccni	28.8544	74.3082	113.63	102.542	113.636	79.2041	33.6681	144.677	55.0703	71.9226
Ccnj	5.04749	0.0001	2.51548	2.5879	2.793	1.32311	0.462573	0.48397	0.312112	0.711198
Ccnjl	0.0001	0.0001	0.218829	0.64705	0.261934	1.85231	0.0001	0.846872	3.27623	1.01595
Ccnk	2.60792	13.1133	12.0302	6.57742	8.98973	12.0836	3.60739	4.35493	5.0703	24.279
Ccnl1	92.7036	84.0436	134.955	133.056	110.145	38.7202	104.704	137.903	135.804	126.271
Ccnl2	83.9551	323.662	104.661	52.9422	55.2472	55.3899	74.0883	40.4033	127.925	183.055
Ccnq	0.0001	21.16	4.37468	0.4314	5.23678	5.55673	11.1919	2.41945	1.48216	4.06352
Ccnt1	26.6672	44.8035	102.912	93.053	108.399	53.5378	34.2231	93.8707	60.0498	57.1927
Ccnt2	5.04749	65.0695	34.8873	9.92	24.9616	36.5151	16.3716	11.492	38.2215	55.6688
Ccny	4.87925	41.8232	56.5415	30.4067	51.6687	32.3697	21.1814	35.6855	10.9985	22.3489
Ccnyl1	0.168346	3.87445	6.12451	1.40182	11.6081	2.53142	2.77494	3.38719	1.63816	3.14925
Ccp110	2.1873	1.09287	1.20311	1.50965	5.23678	3.43992	0.0001	3.02429	4.52428	9.95548
Ccpg1	3.36549	45.1034	34.7994	28.416	22.434	38.9869	17.4787	27.949	73.1736	65.8733
Ccpg1os	0.757209	6.95406	1.5312	0.0001	2.793	0.617503	0.0001	1.69364	3.58824	1.01595
Ccr1	0.0001	0.0001	3.82785	3.77397	4.62583	0.352902	0.0001	2.29848	0.0001	0.508027
Ccr10	5.8046	3.77511	0.0001	0.21575	0.0001	0.0883005	0.0001	0.604937	0.156106	0.0001
Ccr2	0.0001	0.0994423	0.875015	3.77398	10.7353	3.52812	4.06986	0.846872	0.312112	1.01595
Ccr4	2.60792	0.0001	0.437558	0.539225	0.598177	0.724661	2.91351	0.121067	0.156106	0.0001
Ccr5	11.4409	28.8094	13.8561	15.5269	28.0159	9.75946	0.925046	27.4597	3.74425	1.4223
Ccr9	5.04749	0.0001	1.31247	0.970525	0.611046	2.29331	3.88487	1.45171	4.36827	3.14925
Ccrl2	2.1873	9.1396	2.51548	5.39135	3.84033	2.38151	0.0001	13.0646	1.87217	3.65717
Ccs	6.1411	28.6107	6.12451	4.7444	4.18944	7.14434	7.67715	2.78235	5.61632	13.8157
Ccsap	0.0001	0.0001	0.98438	2.26442	1.22199	0.793904	0.0001	2.05655	2.18419	4.1651
Ccser1	0.0001	0.0001	0.109464	0.323575	0.43649	0.176501	0.0001	0.0001	0.858134	2.23498
Ccser2	29.0226	56.9231	96.2406	71.1646	180.405	80.8799	36.5355	90.2416	36.2715	37.8914
Cct2	3.44915	39.6376	30.0753	16.3895	19.7249	26.6366	29.8759	15.242	20.5929	25.9044
Cct3	4.62688	35.4653	35.7623	23.3981	17.8048	16.3172	79.4529	6.29041	16.6927	22.2473
Cct4	2.60792	80.5667	39.9181	19.4086	18.503	17.2874	50.5022	16.3307	9.59448	16.9649
Cct5	11.6091	66.9568	70.7589	48.9526	42.1554	28.8417	126.995	78.387	47.3479	19.1997
Cct6a	15.0582	60.6983	39.3713	17.0364	31.1583	19.757	115.896	21.6533	26.4431	33.6249
Cct7	28.5179	231.269	84.9763	73.8602	77.5902	60.5938	280.444	106.814	63.7286	82.0811
Cct8	11.525	153.562	83.8989	56.8366	60.1124	41.3644	288.229	97.5835	33.4198	41.8356
Ccz1	12.9551	37.5515	15.7486	5.93047	16.932	10.6317	9.52705	16.9355	11.9473	14.9332
Cd109	0.0001	0.0001	0.875015	1.83312	3.14211	2.46971	3.23741	0.96784	2.65221	5.48571
Cd14	0.0001	0.0001	2.07802	0.64705	3.14211	0.176501	2.86743	2.17751	0.468119	0.914369
Cd151	0.504839	16.1929	4.9215	6.68525	4.88767	3.88092	9.15707	1.08881	2.10618	16.4569
Cd160	0.0001	0.0001	0.0001	0.539225	1.22199	1.32311	0.0001	1.20977	0.468119	0.0001
Cd163	4.62688	1.68892	1.5312	1.18617	2.18205	3.52812	0.185089	0.276842	2.5742	1.62547
Cd163l1	0.0001	0.0001	0.0001	0.0001	0.0001	0.0883005	1.665	0.0001	0.0001	0.0001
Cd164	0.0842232	34.1739	63.5408	33.318	51.145	28.4888	24.9736	40.2823	12.8706	16.9649
Cd180	0.0842232	0.0001	0.109464	0.0001	0.0001	0.970305	0.0001	0.0001	0.0001	0.0001
Cd19	0.0001	8.04683	0.0001	0.0001	0.523768	0.0001	0.0001	0.0001	0.780131	0.304856
Cd1d1	5.46811	45.8965	4.15595	1.50965	3.05483	2.20511	0.462573	2.29848	4.60228	5.38412
Cd200	8.24418	39.1409	28.1068	26.4172	29.0637	24.3434	18.4065	32.4194	33.3075	24.6853
Cd200r1	0.0001	1.39089	0.0001	0.64705	0.0001	0.0001	0.370078	0.0001	0.390115	0.0001
Cd200r3	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.96784	0.0001	0.508027
Cd209c	0.0001	0.0001	0.0001	0.21575	0.0001	0.176501	1.01754	0.0001	0.0001	0.0001
Cd209f	0.0001	2.38432	0.0001	0.019979	0.43649	0.264701	0.0001	0.0001	0.0001	0.203271
Cd209g	0.0001	0.0001	0.0001	0.0404305	0.0001	0.441102	0.0001	0.0001	0.468119	0.0001
Cd22	0.336593	0.198785	0.0001	0.0001	0.174656	0.176501	0.0001	0.121067	0.0781031	0.0001
Cd244a	0.0001	0.0001	1.20311	1.83312	1.30927	0.970305	4.62483	2.90332	0.0001	0.508027
Cd247	5.46811	0.0001	0.265177	2.33471	0.407563	0.0001	0.925046	0.697403	3.98062	5.51157
Cd248	0.0001	0.0001	0.546922	0.323575	0.0001	0.264701	0.0001	0.0001	0.780131	0.0001
Cd24a	0.0001	183.783	123.254	79.3593	145.58	41.4543	45.23	104.274	16.3027	39.2121
Cd274	4.37451	0.198785	2.51548	0.708523	1.04744	1.14671	2.86743	0.0001	1.71617	2.53973
Cd276	3.44915	0.993523	4.37468	1.94095	4.80039	3.26352	5.1798	3.87106	0.0781031	2.33656
Cd28	0.0001	0.0001	0.0001	0.0001	0.698324	0.176501	0.0001	0.0001	0.546122	1.11754
Cd2ap	66.6256	55.7303	51.2454	27.5741	56.3188	59.8481	34.3164	47.501	93.7855	95.993
Cd2bp2	0.673086	28.9088	10.2804	8.08697	11.6081	12.9656	29.5984	12.3388	14.1967	23.1616
Cd300a	0.0842232	0.0001	0.546922	0.0001	0.611046	0.352902	1.20253	0.48397	0.0001	0.203271
Cd300lb	0.0001	0.0001	0.765651	0.64705	0.174656	0.0001	0.0001	0.0001	0.0001	0.0001
Cd300ld	0.0001	0.0001	0.437558	0.754875	3.40394	0.705704	0.0001	2.90332	0.0001	0.101685
Cd300lf	0.0842232	0.993523	3.60913	2.69572	5.76044	0.352902	26.0836	11.2501	1.32615	0.0001
Cd300lg	1.85081	7.05341	1.64057	1.94095	0.611046	0.441102	0.0001	1.93558	0.546122	3.04766
Cd302	0.0001	3.2784	7.21815	2.04877	4.80039	3.96912	1.11004	4.35493	6.86437	4.77461
Cd320	2.35555	14.3054	1.5312	0.539225	0.785602	0.352902	0.0001	0.725905	1.48216	1.01595
Cd33	0.0842232	1.98695	0.328193	0.539225	2.61844	1.14671	0.0001	2.29848	0.468119	1.11754
Cd34	0.168346	51.4593	5.24959	5.1757	6.28411	3.08712	0.0001	8.83072	2.4962	4.78693
Cd36	0.0001	77.0891	2.73421	9.0574	12.9172	1.67591	5.1798	7.25815	2.4182	3.96193
Cd37	0.0001	0.0001	0.0001	0.0001	0.698324	0.441102	0.0001	0.48397	1.17015	1.4223
Cd38	0.0001	0.0001	0.0001	0.8627	3.14211	0.882105	1.7575	1.57268	0.546122	2.64132
Cd3d	0.168346	0.0001	0.109464	0.0001	0.087378	0.0883005	0.0001	0.725905	0.0781031	0.0001
Cd3e	0.0001	0.0001	0.0001	0.323575	0.261934	0.176501	0.0001	0.0001	0.702128	0.508027
Cd3eap	6.05697	32.0877	22.3327	13.7576	6.72051	6.59113	27.8072	5.08073	23.2928	8.85863
Cd3g	0.0001	0.0001	0.328193	0.0001	0.785602	0.0001	0.0001	0.0001	0.312112	0.508027
Cd4	0.0001	0.0001	0.218829	0.64705	0.0001	0.0001	0.0001	0.242035	0.234109	0.0001
Cd40	0.0001	3.67577	1.31247	0.323575	0.785602	0.970305	0.0001	0.604937	0.0001	0.914369
Cd44	8.24418	17.981	156.61	60.9214	136.24	20.8154	410.847	151.692	20.0468	24.1774
Cd46	20.806	15.8181	9.73777	4.17266	12.9269	23.9054	6.30893	7.37912	13.1106	33.3822
Cd47	5.03916	111.065	36.5278	36.4449	42.2419	57.7693	22.9388	33.1418	58.6584	65.2179
Cd5	0.0001	0.0001	0.0001	0.0001	0.0001	0.264701	0.0001	0.0001	0.0781031	1.52388
Cd52	0.0001	6.55669	2.07802	1.07835	2.96755	0.617503	2.12748	0.604937	0.546122	2.64132
Cd53	0.0001	0.0001	1.64057	0.323575	1.48383	0.0883005	0.0001	0.121067	0.0001	0.101685
Cd55	3.36503	2.48366	0.875015	0.970525	0.261934	0.705704	0.0001	0.604937	2.26219	5.5873
Cd59a	163.956	589.613	528.134	335.869	557.987	378.651	118.947	282.579	169.034	217.085
Cd59b	0.0001	0.0001	0.218829	0.0001	0.960158	0.353099	0.0001	0.121067	1.63816	0.304856
Cd6	0.0001	0.0001	0.0001	0.0001	0.0001	0.705704	0.0001	0.0001	0.0001	0.304856
Cd63	25.7418	143.984	164.245	73.2559	63.1449	44.283	551.8	38.7427	76.329	95.8622
Cd63-ps	0.0001	3.14246	2.31911	1.57516	2.13964	2.01424	7.50773	1.17675	4.48242	6.13033
Cd68	0.0001	0.0001	1.42184	0.8627	0.43649	0.0001	0.0001	0.242035	0.0001	0.711198
Cd7	4.87925	0.0001	0.0001	0.0001	0.349212	0.0001	0.0001	0.0001	0.0001	0.0001
Cd70	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.48001	0.0001	0.0001	0.0001
Cd72	1.0937	0.0106486	0.670356	0.196617	0.0001	1.015	3.88487	0.673669	0.929285	4.11205
Cd74	11.2726	36.3594	30.0753	21.4573	23.216	18.1694	3.4224	16.5726	10.1405	12.5967
Cd79a	2.27143	7.35143	0.656287	0.107925	0.698324	0.264701	0.0001	0.0001	0.312112	0.508027
Cd79b	3.6174	3.57642	0.546922	0.21575	0.0001	0.352902	0.0001	0.0001	0.0001	0.0001
Cd80	1.59844	0.0994423	0.328193	1.83312	0.349212	0.793904	0.0001	0.96784	0.936137	0.0001
Cd81	6.8982	116.926	33.1375	19.8399	18.0666	43.8357	16.7416	8.95169	19.7349	78.2209
Cd82	7.40294	6.55669	0.437558	0.21575	1.65838	0.529303	0.0001	2.29848	3.51024	4.77461
Cd83	0.0001	0.0001	0.98438	2.80355	1.48383	0.529303	2.03498	1.81461	0.0001	0.304856
Cd84	0.0001	4.96722	2.51548	1.61747	3.31666	4.32192	1.38752	0.48397	0.702128	2.13339
Cd86	0.0001	0.0001	0.98438	0.539225	0.698324	0.529303	0.0001	1.20977	0.0001	0.203271
Cd8b1	0.0001	0.0001	0.656287	1.45721	0.523768	1.32311	0.0001	0.0001	1.40416	0.609612
Cd9	0.0001	189.049	58.2628	12.7234	39.8803	40.9225	50.5022	18.5081	22.075	59.8339
Cd93	3.28091	79.0766	27.5599	25.5546	25.3014	7.76174	9.24956	20.3226	1.40416	3.75876
Cd99l2	15.647	17.2857	30.4034	34.2885	33.7767	27.4305	17.6666	43.9114	38.4557	67.5542
Cda	0.0001	10.2324	0.0001	0.0001	0.0001	0.176501	0.0001	0.0001	0.312112	2.43815
Cdadc1	9.08541	31.1936	12.577	9.92	12.7427	16.229	7.58466	5.92751	19.7349	19.6061
Cdan1	2.94441	7.74881	4.15595	2.48007	2.88027	4.58653	1.94249	2.29848	3.12022	5.99364
Cdc123	4.29038	51.1615	9.18671	6.57742	11.3462	13.4066	9.34206	4.95977	14.7427	27.7328
Cdc14a	5.8046	8.54354	3.3904	1.94095	4.97495	7.76174	5.64227	3.99203	8.26843	8.12693
Cdc14b	8.3283	24.4383	12.4067	18.546	13.3536	17.4638	2.03498	8.10492	13.8067	20.8251
Cdc16	4.711	33.4785	12.4676	3.4505	5.935	7.14434	25.5286	6.16944	8.11241	16.2538
Cdc20	0.0001	0.0001	2.62485	0.21575	0.261934	0.529303	0.0001	0.725905	0.0001	1.11754
Cdc23	0.000100009	4.95262	0.781322	2.5879	1.2258	2.04946	0.0001	0.604937	9.28247	7.77539
Cdc25a	7.73944	15.2988	16.9516	12.6156	16.1465	9.43755	20.5339	13.1856	17.9408	22.7552
Cdc25b	3.36503	26.3258	1.42184	1.94095	1.22199	5.02753	1.38752	1.93558	15.5227	22.4505
Cdc26	18.6755	23.8423	11.4834	3.12702	9.67174	9.51964	12.8569	8.51895	9.67248	12.0953
Cdc27	2.60792	30.0015	9.07735	6.9009	14.401	7.67354	10.082	9.19363	13.4166	17.3712
